text,label
"Somehow, I was able to get things done. I worked on a presentation. I tried to get some extra rest. I think I need to slow down a little.",0
"Lately, I spent some time in the library. I keep falling behind on things. I keep worrying about what I have left to do.",1
"To be honest, I attended my morning classes. things have been harder to manage. I wish I could get away from everything for a while. I am just taking it one day at a time.",1
"At the moment, I did not do anything particularly different today. I have been finding normal tasks tiring.",1
"Honestly, I have barely had time to switch off. I am finding it difficult to get back into my routine.",1
I did not do anything particularly different today. I had a decent amount of energy. I feel prepared for the next few days. I spent some time with my family.,0
I think I was able to concentrate. I worked on my project. I took some time away from my laptop. I am hoping the next few days are better.,0
I stayed in my room after college. I felt comfortable with my routine. I am looking forward to tomorrow.,0
I keep falling behind on things. I went through my project work. I spent some time with my family. I am just taking it one day at a time.,1
"The day passed mostly between classes and assignments. things felt manageable. Anyway, I will deal with it tomorrow.",0
"Lately, I was satisfied with how the day went. I feel prepared for the next few days.",0
I had a regular college schedule. I felt like I was keeping up. I was happy with the progress I made.,0
I think I worked on my project. I tried to get some extra rest. I feel okay about what I need to do next.,0
"Lately, I had a decent amount of energy. I feel comfortable with how things are going.",0
I had a few lectures today. I have been finding normal tasks tiring. I keep thinking about things even when I am trying to rest.,1
"Right now, I have barely had time to switch off. I met a few classmates. I tried to get some extra rest. I am hoping the next few days are better.",1
"For some reason, I was busy for most of the afternoon. I have been having difficulty keeping my thoughts organized. I will try again tomorrow.",1
I have been thinking about college work constantly. I worked on a presentation. I talked to a friend. I will try again tomorrow.,1
I stayed in my room after college. I was able to concentrate. I am looking forward to tomorrow.,0
"Honestly, I revised some topics. I was able to concentrate. I am trying to maintain a balanced routine.",0
I could focus without too much trouble. I feel okay about what I need to do next. I think I need to slow down a little.,0
"Right now, I studied for an upcoming exam. I felt fairly calm. I think I handled the day reasonably well.",0
I have been finding normal tasks tiring. I worked on some coding. I got some fresh air.,1
I stayed in my room after college. it has been difficult to concentrate. I wish I could get away from everything for a while.,1
I felt reasonably positive. I revised some topics. I took a proper break.,0
I went through my project work. I have trouble getting started on tasks. I hope I can get things under control soon.,1
I spent some time in the library. it has been difficult to concentrate. I keep worrying about what I have left to do.,1
I worked on some coding. things have been harder to manage. I keep worrying about what I have left to do.,1
I was busy for most of the afternoon. I have been finding it difficult to stay focused. I feel stuck with everything I need to handle. I listened to music for a while.,1
I spent the evening studying. my usual routine feels harder than it should. I hope I can get things under control soon.,1
I stayed in my room after college. I keep falling behind on things. I had a quiet evening.,1
"At the moment, I was able to concentrate. I attended my morning classes. I got some fresh air.",0
I worked on some coding. I have trouble getting started on tasks. I talked to a friend. I think I need to slow down a little.,1
I guess i had a few lectures today. my workload did not feel too difficult.,0
"Honestly, The day was mostly about college work. I had enough energy to get through the day.",0
I went through my project work. my routine has been difficult to maintain. I wish I could get away from everything for a while.,1
I had a lot of small things to finish. I have not been able to relax properly. I am finding it difficult to get back into my routine. I went for a short walk.,1
I think I had enough energy to get through the day. I think a good night's sleep will help.,0
"These days, I did not do anything particularly different today. I felt fairly calm. I feel comfortable with how things are going. I spent some time with my family.",0
I studied for an upcoming exam. I have been finding it difficult to stay focused. Nothing else really happened.,1
I did not do anything particularly different today. I had enough time to relax. I am glad I got some time for myself. I listened to music for a while.,0
I spent several hours on my usual tasks. I had a decent amount of energy. I feel okay about what I need to do next. I tried to get some extra rest.,0
I had a lot of small things to finish. I have been thinking about college work constantly. I hope I can get things under control soon. I watched something for a little while.,1
I stayed in my room after college. I was satisfied with how the day went. I am trying to maintain a balanced routine.,0
"Honestly, I revised some topics. I spent some time with my family. I am trying to maintain a balanced routine.",0
I finished one of my assignments. I keep falling behind on things. I got some fresh air.,1
I have been thinking about college work constantly. I had a few lectures today. I went for a short walk.,1
"These days, I have trouble getting started on tasks. I wish I could get away from everything for a while.",1
I met a few classmates. I tried to get some extra rest. I think a good night's sleep will help.,0
The day passed mostly between classes and assignments. I felt like I was keeping up. I feel okay about what I need to do next. I got some fresh air.,0
my routine has been difficult to maintain. I worked on a presentation. I went for a short walk.,1
"At the moment, I was able to get things done. I am trying to maintain a balanced routine.",0
I managed my work without rushing. I had some college work to finish. I went for a short walk.,0
I spent some time working and some time resting. I have barely had time to switch off. I am not sure how long I can keep this pace. I went for a short walk.,1
I worked on my project. I have barely had time to switch off.,1
I worked on my project. my workload did not feel too difficult. I feel okay about what I need to do next.,0
"Lately, I spent the evening studying. my usual routine feels harder than it should. I got some fresh air.",1
"Honestly, I spent some time in the library. I have been thinking about college work constantly. I just want my mind to slow down.",1
I did not do anything particularly different today. I felt fairly calm. I am glad I got some time for myself. I got some fresh air.,0
"At the moment, I did not do anything particularly different today. I managed my work without rushing. Anyway, I will deal with it tomorrow.",0
I spent some time in the library. I tried to get some extra rest. I am glad I got some time for myself.,0
"At the moment, I did not do anything particularly different today. I felt fairly calm. I am glad I got some time for myself. I took a proper break.",0
I studied for an upcoming exam. it has been difficult to concentrate. I went for a short walk.,1
I had a few lectures today. it has been difficult to concentrate. I am just taking it one day at a time.,1
I spent the evening studying. I watched something for a little while. I am looking forward to tomorrow.,0
The day passed mostly between classes and assignments. I could focus without too much trouble. I feel prepared for the next few days. I got some fresh air.,0
I had a lot of small things to finish. I had enough time to relax. I feel prepared for the next few days. I took a proper break.,0
I stayed in my room after college. my usual routine feels harder than it should. I am not sure how to catch up. I am just taking it one day at a time.,1
my workload did not feel too difficult. I revised some topics. I talked to a friend.,0
"Lately, I keep falling behind on things. I revised some topics. I talked to a friend.",1
I spent several hours on my usual tasks. I have been finding normal tasks tiring. I feel stuck with everything I need to handle. I went for a short walk.,1
I think The day passed mostly between classes and assignments. I had enough energy to get through the day.,0
I revised some topics. I watched something for a little while. I think I can manage the remaining work.,0
I spent some time working and some time resting. I felt comfortable with my routine. I think I handled the day reasonably well. I spent some time with my family.,0
"At the moment, I spent the evening studying. I had a quiet evening. I feel prepared for the next few days.",0
I spent some time working and some time resting. my usual routine feels harder than it should. I feel stuck with everything I need to handle. I went for a short walk.,1
I had a lot of small things to finish. I have been having difficulty keeping my thoughts organized. I am not sure how to catch up. I had a quiet evening.,1
I have been thinking about college work constantly. I spent the evening studying. I had a quiet evening. Hopefully things feel easier tomorrow.,1
"Somehow, I felt like I was keeping up. I worked on some coding. I watched something for a little while.",0
Most of my time went into studying. I felt like I was keeping up. I was happy with the progress I made. I watched something for a little while. That was pretty much my day.,0
I had a decent amount of energy. I finished one of my assignments. I had a quiet evening.,0
I spent several hours on my usual tasks. I was able to take things at my own pace.,0
"Somehow, I was able to concentrate. I feel prepared for the next few days.",0
"These days, The day was mostly about college work. I have been finding normal tasks tiring.",1
I worked on some coding. I have been thinking about college work constantly. I think I need to slow down a little.,1
I think I spent several hours on my usual tasks. my usual routine feels harder than it should.,1
I did not do anything particularly different today. I was able to get things done. I am looking forward to tomorrow. I had a quiet evening.,0
"To be honest, I spent the evening studying. I felt fairly calm. I am looking forward to tomorrow.",0
I attended my morning classes. I was able to take things at my own pace. I feel prepared for the next few days. Nothing else really happened.,0
I attended my morning classes. I have not been able to relax properly. That was pretty much my day.,1
I think I stayed in my room after college. I felt like I was keeping up. I feel comfortable with how things are going.,0
I spent some time working and some time resting. my usual routine feels harder than it should. I am not sure how long I can keep this pace. I had a quiet evening. I am hoping the next few days are better.,1
I guess i had a regular college schedule. I felt like I was keeping up. I think a good night's sleep will help. I will try again tomorrow.,0
I think I had a few lectures today. I have not been able to relax properly. I am finding it difficult to get back into my routine.,1
I worked on my project. I have been finding normal tasks tiring. I took a proper break. That was pretty much my day.,1
"Honestly, I spent some time working and some time resting. I felt fairly calm.",0
"To be honest, I had a few lectures today. I have not had much energy lately. I listened to music for a while.",1
I stayed in my room after college. I have barely had time to switch off. I just want my mind to slow down.,1
"Honestly, I have not had much energy lately. I had some college work to finish. I took a proper break.",1
"Honestly, things have been harder to manage. I had a regular college schedule. I talked to a friend.",1
I worked on some coding. I have not had much energy lately.,1
I spent several hours on my usual tasks. I had a decent amount of energy. I feel comfortable with how things are going. I went for a short walk.,0
I had a few lectures today. I had enough energy to get through the day.,0
I spent the evening studying. it has been difficult to concentrate. I just want my mind to slow down.,1
"For some reason, I worked on some coding. I went for a short walk. I feel comfortable with how things are going.",0
I have barely had time to switch off. I feel stuck with everything I need to handle. I am just taking it one day at a time.,1
I guess i had some college work to finish. I had a quiet evening. I was happy with the progress I made. Hopefully things feel easier tomorrow.,0
I met a few classmates. I went for a short walk. I feel prepared for the next few days.,0
I spent several hours on my usual tasks. I have been finding normal tasks tiring. I hope I can get things under control soon. I got some fresh air.,1
I spent some time in the library. I have not been able to relax properly. Hopefully things feel easier tomorrow.,1
"At the moment, I had a few lectures today. I have not had much energy lately.",1
I spent some time in the library. I had a decent amount of energy. I will try again tomorrow.,0
I have been struggling to keep up. I spent the evening studying. I spent some time with my family.,1
I guess i have not been able to relax properly. I am not sure how long I can keep this pace.,1
"Right now, I worked on some coding. I was satisfied with how the day went. I am glad I got some time for myself.",0
"Right now, I have trouble getting started on tasks. I feel like I need more time to recover. I think I need to slow down a little.",1
I worked on a presentation. I got some fresh air. I am glad I got some time for myself.,0
I could focus without too much trouble. I spent the evening studying. I talked to a friend.,0
"Right now, I had a few lectures today. I was able to concentrate. I think a good night's sleep will help. Hopefully things feel easier tomorrow.",0
I did not do anything particularly different today. I have been finding it difficult to stay focused. Nothing else really happened.,1
I spent some time in the library. I have not had much energy lately. I got some fresh air. I will try again tomorrow.,1
I had a regular college schedule. I have not had much energy lately. I will try again tomorrow.,1
I spent the evening studying. I feel like everything is taking more effort. I listened to music for a while.,1
I had a few lectures today. my usual routine feels harder than it should. I listened to music for a while.,1
I worked on my project. I felt reasonably positive.,0
I attended my morning classes. I have been struggling to keep up. I wish I could get away from everything for a while. That was pretty much my day.,1
I did not do anything particularly different today. I have been thinking about college work constantly. I am finding it difficult to get back into my routine. I talked to a friend.,1
I think I had a regular college schedule. things have been harder to manage. That was pretty much my day.,1
"Honestly, I had a lot of small things to finish. I was able to concentrate. I will try again tomorrow.",0
"For some reason, my routine has been difficult to maintain. I worked on some coding. I had a quiet evening.",1
I spent some time in the library. my routine has been difficult to maintain. I got some fresh air.,1
"Right now, I was busy for most of the afternoon. I had enough energy to get through the day. I am looking forward to tomorrow. I talked to a friend.",0
I feel like everything is taking more effort. I worked on some coding. I tried to get some extra rest. Nothing else really happened.,1
"Lately, I spent some time in the library. my routine has been difficult to maintain. I hope I can get things under control soon.",1
I worked on a presentation. I have barely had time to switch off. I am not sure how long I can keep this pace.,1
I felt reasonably positive. I worked on my project. I took a proper break. I am just taking it one day at a time.,0
I think I worked on some coding. I could focus without too much trouble.,0
Most of my time went into studying. I felt comfortable with my routine. I am glad I got some time for myself. I listened to music for a while.,0
I guess i have been finding normal tasks tiring. I stayed in my room after college. I had a quiet evening.,1
I feel like everything is taking more effort. I spent some time in the library. I spent some time with my family.,1
I worked on some coding. I tried to get some extra rest. I am trying to maintain a balanced routine.,0
I spent some time working and some time resting. I have been thinking about college work constantly. I keep thinking about things even when I am trying to rest. I took some time away from my laptop.,1
I did not do anything particularly different today. I have trouble getting started on tasks. I am not sure how long I can keep this pace. I watched something for a little while.,1
I think my usual routine feels harder than it should. I spent the evening studying. I spent some time with my family.,1
I have been having difficulty keeping my thoughts organized. I keep thinking about things even when I am trying to rest. That was pretty much my day.,1
I followed my usual routine. I have been having difficulty keeping my thoughts organized. I think I need to slow down a little.,1
The day passed mostly between classes and assignments. things felt manageable. I think I handled the day reasonably well. I spent some time with my family.,0
my routine has been difficult to maintain. I keep worrying about what I have left to do.,1
I was able to concentrate. I went through my project work. I listened to music for a while.,0
I have been having difficulty keeping my thoughts organized. I met a few classmates. I had a quiet evening.,1
Most of my time went into studying. things have been harder to manage. I am not sure how long I can keep this pace. I took some time away from my laptop.,1
I did not do anything particularly different today. I have been struggling to keep up. I will try again tomorrow.,1
"To be honest, I spent the evening studying. I have barely had time to switch off. I keep worrying about what I have left to do.",1
I worked on a presentation. I have been thinking about college work constantly.,1
I had a regular college schedule. things have been harder to manage. I feel stuck with everything I need to handle. I think I need to slow down a little.,1
"Right now, I have been struggling to keep up. I keep thinking about things even when I am trying to rest.",1
I revised some topics. it has been difficult to concentrate. I will try again tomorrow.,1
I went through my project work. I felt fairly calm. I feel okay about what I need to do next.,0
I worked on a presentation. I have been finding it difficult to stay focused. I am finding it difficult to get back into my routine. I am just taking it one day at a time.,1
"For some reason, I worked on a presentation. I have barely had time to switch off. I just want my mind to slow down.",1
I guess i attended my morning classes. I have not been able to relax properly.,1
I think I revised some topics. I was able to concentrate. I am glad I got some time for myself.,0
I had a regular college schedule. I watched something for a little while. I think I handled the day reasonably well.,0
The day was mostly about college work. things felt manageable. I feel comfortable with how things are going. I went for a short walk.,0
"At the moment, I worked on my project. I could focus without too much trouble. I am looking forward to tomorrow.",0
I felt reasonably positive. I had a regular college schedule. I took some time away from my laptop.,0
I did not do anything particularly different today. I was satisfied with how the day went. I think I handled the day reasonably well. I had a quiet evening. I will try again tomorrow.,0
"Right now, I was busy for most of the afternoon. I could focus without too much trouble. I am glad I got some time for myself. I went for a short walk.",0
I have not been able to relax properly. I feel stuck with everything I need to handle.,1
"Honestly, I had some college work to finish. I had enough time to relax.",0
"To be honest, I spent several hours on my usual tasks. my workload did not feel too difficult.",0
I had a few lectures today. it has been difficult to concentrate. I got some fresh air.,1
my workload did not feel too difficult. I spent the evening studying. I watched something for a little while.,0
I had a lot of small things to finish. I have been struggling to keep up. I wish I could get away from everything for a while. I listened to music for a while.,1
I think I worked on some coding. it has been difficult to concentrate. I am finding it difficult to get back into my routine.,1
I had a fairly busy schedule. I felt reasonably positive. I feel okay about what I need to do next. I listened to music for a while.,0
I think I keep falling behind on things. I worked on some coding. I had a quiet evening.,1
I had a few lectures today. I felt fairly calm. I was happy with the progress I made.,0
I worked on a presentation. I felt fairly calm. I feel prepared for the next few days. I am just taking it one day at a time.,0
I attended my morning classes. I have not had much energy lately. I hope I can get things under control soon.,1
I had a regular college schedule. I have barely had time to switch off. I think I need to slow down a little.,1
I was satisfied with how the day went. I feel comfortable with how things are going. I am hoping the next few days are better.,0
I had enough time to relax. I had a few lectures today. I got some fresh air.,0
I did not do anything particularly different today. I was satisfied with how the day went. I am trying to maintain a balanced routine. I spent some time with my family.,0
I spent the evening studying. I was satisfied with how the day went. I am hoping the next few days are better.,0
I was busy for most of the afternoon. it has been difficult to concentrate. I feel like I need more time to recover. I got some fresh air.,1
"Honestly, I had a lot of small things to finish. I have barely had time to switch off.",1
I had some college work to finish. I could focus without too much trouble. I feel prepared for the next few days.,0
I spent some time in the library. I felt fairly calm. I feel comfortable with how things are going.,0
"To be honest, I did not do anything particularly different today. I keep falling behind on things.",1
I think I did not do anything particularly different today. I felt like I was keeping up. I am glad I got some time for myself. I spent some time with my family. I think I need to slow down a little.,0
I attended my morning classes. I have not been able to relax properly.,1
I studied for an upcoming exam. I felt like I was keeping up. I think a good night's sleep will help.,0
"Somehow, I had a lot of small things to finish. it has been difficult to concentrate.",1
"At the moment, I had some college work to finish. my routine has been difficult to maintain.",1
"At the moment, I worked on a presentation. I could focus without too much trouble. I am looking forward to tomorrow.",0
I had a few lectures today. my usual routine feels harder than it should. I had a quiet evening. I am just taking it one day at a time.,1
I had a lot of small things to finish. I felt reasonably positive. I think I can manage the remaining work. I talked to a friend. I think I need to slow down a little.,0
"For some reason, I spent some time working and some time resting. I have been having difficulty keeping my thoughts organized. I wish I could get away from everything for a while. I took a proper break.",1
I was busy for most of the afternoon. I had enough time to relax.,0
I studied for an upcoming exam. things felt manageable. I am trying to maintain a balanced routine.,0
I have not had much energy lately. I had a regular college schedule. I had a quiet evening.,1
I think The day was mostly about college work. I have not had much energy lately. I feel stuck with everything I need to handle. I spent some time with my family.,1
I finished one of my assignments. I had a decent amount of energy. I will try again tomorrow.,0
"These days, I had enough energy to get through the day. I am looking forward to tomorrow.",0
"To be honest, I had a fairly busy schedule. I could focus without too much trouble. I feel comfortable with how things are going. I took some time away from my laptop.",0
"To be honest, I went through my project work. I had enough energy to get through the day. I feel comfortable with how things are going.",0
I was busy for most of the afternoon. it has been difficult to concentrate. I keep thinking about things even when I am trying to rest. I tried to get some extra rest.,1
The day passed mostly between classes and assignments. my workload did not feel too difficult. I think I can manage the remaining work. I took a proper break.,0
"I have not been able to relax properly. I feel like I need more time to recover. Anyway, I will deal with it tomorrow.",1
"To be honest, I keep falling behind on things. I feel like I need more time to recover.",1
The day passed mostly between classes and assignments. I felt like I was keeping up. I feel okay about what I need to do next. I listened to music for a while.,0
"Right now, I spent some time working and some time resting. I have barely had time to switch off.",1
I finished one of my assignments. I have been finding normal tasks tiring. I keep worrying about what I have left to do.,1
I had a lot of small things to finish. it has been difficult to concentrate. I keep thinking about things even when I am trying to rest. I went for a short walk.,1
I worked on a presentation. I have been finding it difficult to stay focused. I am finding it difficult to get back into my routine.,1
"Lately, I had a few lectures today. I felt fairly calm.",0
I spent some time working and some time resting. I have been having difficulty keeping my thoughts organized. I keep worrying about what I have left to do. I took some time away from my laptop. That was pretty much my day.,1
"For some reason, I have been finding normal tasks tiring. I keep worrying about what I have left to do.",1
I did not do anything particularly different today. I have been thinking about college work constantly. I keep worrying about what I have left to do. I spent some time with my family.,1
I did not do anything particularly different today. I have not had much energy lately. I keep thinking about things even when I am trying to rest. I took some time away from my laptop.,1
"Somehow, Most of my time went into studying. I have been struggling to keep up.",1
I finished one of my assignments. I have not had much energy lately. I feel like I need more time to recover.,1
I finished one of my assignments. my workload did not feel too difficult. I feel comfortable with how things are going.,0
I stayed in my room after college. things have been harder to manage. I got some fresh air.,1
"These days, I had a regular college schedule. I talked to a friend. I am trying to maintain a balanced routine.",0
"At the moment, I had some college work to finish. I have not been able to relax properly. I just want my mind to slow down.",1
"At the moment, I revised some topics. I was satisfied with how the day went. I think I handled the day reasonably well.",0
"Honestly, I did not do anything particularly different today. I have been finding it difficult to stay focused. I wish I could get away from everything for a while. I tried to get some extra rest.",1
I worked on a presentation. I have been thinking about college work constantly. That was pretty much my day.,1
I attended my morning classes. I have been finding it difficult to stay focused. I went for a short walk.,1
"These days, I spent several hours on my usual tasks. I have not been able to relax properly.",1
I finished one of my assignments. I have been thinking about college work constantly.,1
I had a lot of small things to finish. I had enough energy to get through the day. I will try again tomorrow.,0
my usual routine feels harder than it should. I revised some topics. I watched something for a little while. I will try again tomorrow.,1
I was satisfied with how the day went. I revised some topics. I took some time away from my laptop.,0
I guess i attended my morning classes. I tried to get some extra rest. I am trying to maintain a balanced routine.,0
I spent several hours on my usual tasks. I have been finding it difficult to stay focused. I am not sure how to catch up. I tried to get some extra rest.,1
I did not do anything particularly different today. I have been finding normal tasks tiring. I am not sure how to catch up. I took a proper break.,1
"Lately, I spent some time working and some time resting. I feel like everything is taking more effort.",1
I worked on a presentation. I have trouble getting started on tasks. I am not sure how long I can keep this pace. I am hoping the next few days are better.,1
"To be honest, I keep falling behind on things. I studied for an upcoming exam. I had a quiet evening.",1
I revised some topics. I have been struggling to keep up. I am not sure how to catch up.,1
I had a lot of small things to finish. I have not had much energy lately. That was pretty much my day.,1
"Lately, I finished one of my assignments. I have been struggling to keep up.",1
"For some reason, I stayed in my room after college. I have been struggling to keep up. I got some fresh air. Hopefully things feel easier tomorrow.",1
I followed my usual routine. I was able to get things done. I feel comfortable with how things are going. I spent some time with my family.,0
I have been struggling to keep up. I worked on a presentation. I watched something for a little while. I am just taking it one day at a time.,1
I think I felt comfortable with my routine. I think I can manage the remaining work.,0
I worked on a presentation. I had enough energy to get through the day. I am just taking it one day at a time.,0
I worked on a presentation. I keep falling behind on things. I wish I could get away from everything for a while.,1
"For some reason, I did not do anything particularly different today. I felt comfortable with my routine. I think a good night's sleep will help. I had a quiet evening.",0
"Somehow, I met a few classmates. I have been having difficulty keeping my thoughts organized.",1
"These days, I had a few lectures today. I keep falling behind on things. I wish I could get away from everything for a while.",1
I have not had much energy lately. I stayed in my room after college. I talked to a friend.,1
I spent the evening studying. I have not had much energy lately. I spent some time with my family.,1
The day passed mostly between classes and assignments. I felt fairly calm. I feel comfortable with how things are going. I took a proper break.,0
The day was mostly about college work. I felt reasonably positive. I feel prepared for the next few days. I went for a short walk.,0
"I have been thinking about college work constantly. I stayed in my room after college. I spent some time with my family. Anyway, I will deal with it tomorrow.",1
I guess i spent some time in the library. I was satisfied with how the day went.,0
I had some college work to finish. I was able to take things at my own pace.,0
I spent some time working and some time resting. I was satisfied with how the day went. I think a good night's sleep will help. I took some time away from my laptop.,0
I guess i revised some topics. I had a decent amount of energy.,0
I had a regular college schedule. it has been difficult to concentrate. I listened to music for a while. I think I need to slow down a little.,1
I worked on my project. I have been thinking about college work constantly. I keep thinking about things even when I am trying to rest.,1
I have been thinking about college work constantly. I keep thinking about things even when I am trying to rest.,1
I spent the evening studying. I have not had much energy lately. I am not sure how to catch up. I am hoping the next few days are better.,1
I met a few classmates. I have trouble getting started on tasks. I wish I could get away from everything for a while.,1
I revised some topics. I have not had much energy lately. I listened to music for a while. Nothing else really happened.,1
I studied for an upcoming exam. it has been difficult to concentrate. I had a quiet evening.,1
I worked on my project. I feel like everything is taking more effort. I keep thinking about things even when I am trying to rest. I am just taking it one day at a time.,1
I had a fairly busy schedule. I have trouble getting started on tasks. I just want my mind to slow down. I went for a short walk. Hopefully things feel easier tomorrow.,1
I attended my morning classes. I keep falling behind on things. I feel stuck with everything I need to handle.,1
I spent some time in the library. I watched something for a little while. I think I handled the day reasonably well.,0
"Lately, I revised some topics. my usual routine feels harder than it should. I hope I can get things under control soon.",1
The day passed mostly between classes and assignments. things have been harder to manage. I hope I can get things under control soon. I talked to a friend.,1
"Right now, I met a few classmates. I have been struggling to keep up. I keep thinking about things even when I am trying to rest.",1
I had a regular college schedule. I listened to music for a while. I am looking forward to tomorrow.,0
I spent several hours on my usual tasks. I have been thinking about college work constantly. I am not sure how to catch up. I went for a short walk.,1
it has been difficult to concentrate. I keep worrying about what I have left to do. That was pretty much my day.,1
"Somehow, I spent several hours on my usual tasks. I have been thinking about college work constantly. I am finding it difficult to get back into my routine. I took some time away from my laptop.",1
I was busy for most of the afternoon. I feel like everything is taking more effort. I feel like I need more time to recover. I talked to a friend.,1
"I attended my morning classes. I was able to get things done. I think I handled the day reasonably well. Anyway, I will deal with it tomorrow.",0
I did not do anything particularly different today. I keep falling behind on things. I hope I can get things under control soon. I got some fresh air.,1
"Honestly, I met a few classmates. I feel like everything is taking more effort. I listened to music for a while.",1
I had a lot of small things to finish. I was able to take things at my own pace. I think I can manage the remaining work. I went for a short walk.,0
I finished one of my assignments. I had a decent amount of energy. I was happy with the progress I made.,0
I had a fairly busy schedule. I felt reasonably positive. I think I can manage the remaining work. I had a quiet evening.,0
"These days, I had some college work to finish. I have been struggling to keep up.",1
I had a lot of small things to finish. I keep falling behind on things. I feel stuck with everything I need to handle. I listened to music for a while.,1
I spent the evening studying. my usual routine feels harder than it should. I just want my mind to slow down. That was pretty much my day.,1
"Lately, I felt reasonably positive. I feel prepared for the next few days.",0
Most of my time went into studying. I keep falling behind on things. I am finding it difficult to get back into my routine. I took some time away from my laptop.,1
I guess most of my time went into studying. I managed my work without rushing.,0
I worked on a presentation. my routine has been difficult to maintain. I had a quiet evening. That was pretty much my day.,1
"To be honest, I spent the evening studying. I felt comfortable with my routine.",0
I think I finished one of my assignments. I had enough time to relax. I feel okay about what I need to do next.,0
I stayed in my room after college. I felt like I was keeping up. I am looking forward to tomorrow.,0
"I finished one of my assignments. I had a quiet evening. I am glad I got some time for myself. Anyway, I will deal with it tomorrow.",0
"At the moment, things felt manageable. I had a regular college schedule. I talked to a friend.",0
I felt fairly calm. I had a regular college schedule. I listened to music for a while.,0
I felt fairly calm. I think I can manage the remaining work. I am hoping the next few days are better.,0
I worked on my project. things have been harder to manage. I am not sure how long I can keep this pace.,1
"At the moment, I had some college work to finish. I keep falling behind on things. I went for a short walk.",1
I was busy for most of the afternoon. my usual routine feels harder than it should. I am not sure how to catch up. I talked to a friend.,1
"Right now, I had a few lectures today. I felt reasonably positive.",0
The day passed mostly between classes and assignments. things have been harder to manage.,1
"These days, I spent the evening studying. I keep falling behind on things. I will try again tomorrow.",1
"Somehow, I attended my morning classes. I have not been able to relax properly. I took some time away from my laptop.",1
I did not do anything particularly different today. I managed my work without rushing. I think I can manage the remaining work. I listened to music for a while. Nothing else really happened.,0
I spent several hours on my usual tasks. I felt like I was keeping up. I think I can manage the remaining work. I spent some time with my family.,0
"Honestly, I spent some time working and some time resting. I felt comfortable with my routine. Hopefully things feel easier tomorrow.",0
I attended my morning classes. things have been harder to manage. I just want my mind to slow down.,1
"These days, I met a few classmates. my routine has been difficult to maintain.",1
I spent some time working and some time resting. things felt manageable. I feel okay about what I need to do next. I talked to a friend.,0
"Honestly, I worked on a presentation. I feel like everything is taking more effort. I am not sure how long I can keep this pace.",1
I studied for an upcoming exam. I feel like everything is taking more effort. I feel like I need more time to recover.,1
I had a fairly busy schedule. I was able to get things done. I feel okay about what I need to do next. I took a proper break. That was pretty much my day.,0
I worked on a presentation. I got some fresh air. I am looking forward to tomorrow.,0
I worked on some coding. I feel like everything is taking more effort. I wish I could get away from everything for a while.,1
I studied for an upcoming exam. my usual routine feels harder than it should. I spent some time with my family. That was pretty much my day.,1
"Somehow, I had a regular college schedule. I felt like I was keeping up. I am hoping the next few days are better.",0
I finished one of my assignments. I was able to concentrate. I am glad I got some time for myself.,0
I followed my usual routine. I have been having difficulty keeping my thoughts organized. I just want my mind to slow down. I listened to music for a while.,1
I attended my morning classes. I was able to get things done. I am looking forward to tomorrow.,0
Most of my time went into studying. I have not had much energy lately. I am finding it difficult to get back into my routine. I took a proper break.,1
Most of my time went into studying. things felt manageable. I feel prepared for the next few days. I listened to music for a while.,0
I worked on my project. I could focus without too much trouble.,0
"Honestly, I met a few classmates. I could focus without too much trouble.",0
The day was mostly about college work. I have been finding it difficult to stay focused. I am not sure how long I can keep this pace. I got some fresh air.,1
"Lately, I was busy for most of the afternoon. my workload did not feel too difficult. I think I need to slow down a little.",0
I worked on my project. I took a proper break. I feel okay about what I need to do next.,0
I had a regular college schedule. I have been struggling to keep up. I am not sure how to catch up.,1
I attended my morning classes. I had a decent amount of energy. I feel comfortable with how things are going.,0
I felt reasonably positive. I had a regular college schedule. I got some fresh air. I will try again tomorrow.,0
I have barely had time to switch off. I met a few classmates. I took some time away from my laptop. That was pretty much my day.,1
things felt manageable. I studied for an upcoming exam. I watched something for a little while.,0
"For some reason, I had some college work to finish. I could focus without too much trouble. I feel prepared for the next few days.",0
I met a few classmates. my workload did not feel too difficult. I think I handled the day reasonably well.,0
I think I had some college work to finish. things felt manageable.,0
I followed my usual routine. I have trouble getting started on tasks. I just want my mind to slow down. I spent some time with my family.,1
I spent some time working and some time resting. I felt fairly calm. I am trying to maintain a balanced routine. I had a quiet evening.,0
I had a few lectures today. I managed my work without rushing. I think I can manage the remaining work.,0
I managed my work without rushing. I worked on my project. I watched something for a little while.,0
I guess i was able to take things at my own pace. I am looking forward to tomorrow.,0
I worked on some coding. I have barely had time to switch off. I just want my mind to slow down.,1
I was busy for most of the afternoon. I have been thinking about college work constantly. I feel like I need more time to recover. I tried to get some extra rest.,1
my workload did not feel too difficult. I stayed in my room after college. I got some fresh air.,0
The day was mostly about college work. I was able to take things at my own pace. I feel comfortable with how things are going. I took a proper break.,0
"I did not do anything particularly different today. my routine has been difficult to maintain. I feel like I need more time to recover. I talked to a friend. Anyway, I will deal with it tomorrow.",1
I worked on a presentation. I have been finding it difficult to stay focused. I feel stuck with everything I need to handle.,1
I studied for an upcoming exam. I have been finding it difficult to stay focused. I am not sure how long I can keep this pace.,1
I spent some time working and some time resting. things have been harder to manage. I feel stuck with everything I need to handle. I took a proper break.,1
